city,locality,bhk,total_sqft,price_inr,price_per_sqft,bhk_category
Chennai,Medavakkam,3,1751,10700000,6110.793832095946,3 BHK
Chennai,Medavakkam,4,2566,5733000,2234.2166796570536,4 BHK
Chennai,Medavakkam,2,1365,7320000,5362.6373626373625,2 BHK
Chennai,Medavakkam,3,1743,3244000,1861.1589213998852,3 BHK
Chennai,Ambattur,2,721,2751000,3815.5339805825242,2 BHK
Chennai,Medavakkam,1,655,7156000,10925.190839694656,1 BHK
Chennai,Medavakkam,3,1704,4074000,2390.845070422535,3 BHK
Chennai,Medavakkam,2,970,5439000,5607.216494845361,2 BHK
Chennai,Medavakkam,2,1295,5363000,4141.312741312741,2 BHK
Chennai,Medavakkam,2,1277,10800000,8457.321848081441,2 BHK
Chennai,Medavakkam,4,2575,7501000,2913.009708737864,4 BHK
Chennai,Medavakkam,3,1786,3000000,1679.7312430011198,3 BHK
Chennai,Pammal,2,820,3581000,4367.073170731707,2 BHK
Chennai,Perambur,1,591,3981000,6736.040609137056,1 BHK
Chennai,Perambur,2,657,13600000,20700.152207001523,2 BHK
Chennai,Iyappanthangal,4,2277,15100000,6631.53271848924,4 BHK
Chennai,Iyappanthangal,4,2533,13500000,5329.648637978681,4 BHK
Chennai,Iyappanthangal,4,2256,10900000,4831.560283687943,4 BHK
Chennai,Iyappanthangal,3,1825,6995999,3833.424109589041,3 BHK
Chennai,Iyappanthangal,2,1166,8964000,7687.821612349914,2 BHK
Chennai,Iyappanthangal,2,1494,14800000,9906.291834002677,2 BHK
Chennai,Iyappanthangal,4,2474,10800000,4365.400161681488,4 BHK
Chennai,Iyappanthangal,3,1800,11600000,6444.444444444444,3 BHK
Chennai,Iyappanthangal,3,1938,8040000,4148.606811145511,3 BHK
Chennai,Iyappanthangal,2,1340,18200000,13582.089552238805,2 BHK
Chennai,Korattur,3,2436,10600000,4351.3957307060755,3 BHK
Chennai,Sholinganallur,3,1846,17900000,9696.641386782232,3 BHK
Chennai,Korattur,3,2392,34200000,14297.658862876255,3 BHK
Chennai,Sholinganallur,4,4026,9764000,2425.2359662195727,4 BHK
Chennai,Korattur,3,1336,12900000,9655.688622754491,3 BHK
Chennai,Sholinganallur,3,2250,7820999,3475.9995555555556,3 BHK
Chennai,Korattur,2,1132,35500000,31360.42402826855,2 BHK
Chennai,Sholinganallur,4,4736,8924000,1884.2905405405406,4 BHK
Chennai,Sholinganallur,3,1552,10800000,6958.762886597938,3 BHK
Chennai,Sholinganallur,3,1889,40100000,21228.163049232397,3 BHK
Chennai,Sholinganallur,4,4727,33300000,7044.637190607151,4 BHK
Chennai,Sholinganallur,4,4452,33300000,7479.78436657682,4 BHK
Chennai,Sholinganallur,4,4451,35100000,7885.868344192317,4 BHK
Chennai,Sholinganallur,4,4690,9522000,2030.277185501066,4 BHK
Chennai,Sholinganallur,3,1656,32400000,19565.217391304348,3 BHK
Chennai,Sholinganallur,4,4321,10600000,2453.135848183291,4 BHK
Chennai,Sholinganallur,3,1859,32200000,17321.140398063475,3 BHK
Chennai,Sholinganallur,4,4297,7598999,1768.4428671165929,4 BHK
Chennai,Sholinganallur,3,1551,7309999,4713.087685364281,3 BHK
Chennai,Sholinganallur,3,1492,7952000,5329.758713136729,3 BHK
Chennai,Sholinganallur,3,1623,10500000,6469.500924214418,3 BHK
Chennai,Sholinganallur,4,2154,7809999,3625.811977715877,4 BHK
Chennai,Sholinganallur,3,1594,10300000,6461.7314930991215,3 BHK
Chennai,Navallur,3,1699,2392000,1407.8869923484403,3 BHK
Chennai,Singaperumal Koil,1,581,3581000,6163.511187607573,1 BHK
Chennai,Perambur,2,657,9228000,14045.66210045662,2 BHK
Chennai,Sholinganallur,3,1605,9234000,5753.271028037383,3 BHK
Chennai,Sholinganallur,3,1606,8354000,5201.7434620174345,3 BHK
Chennai,Sholinganallur,3,1453,6714000,4620.784583620097,3 BHK
Chennai,Perungudi,2,825,9533000,11555.151515151516,2 BHK
Chennai,Sholinganallur,3,1658,5475000,3302.1712907117007,3 BHK
Chennai,Perungudi,1,670,9545000,14246.268656716418,1 BHK
Chennai,Sholinganallur,3,1660,3960000,2385.5421686746986,3 BHK
Chennai,Perungudi,1,490,3361000,6859.183673469388,1 BHK
Chennai,Perungudi,1,415,5196000,12520.481927710844,1 BHK
Chennai,Perungudi,1,635,3481000,5481.889763779527,1 BHK
Chennai,Perungudi,1,430,7213000,16774.418604651164,1 BHK
Chennai,Perungudi,2,1173,9741000,8304.347826086956,2 BHK
Chennai,Perungudi,3,1584,7869000,4967.80303030303,3 BHK
Chennai,Mogappair,3,1290,5764000,4468.217054263566,3 BHK
Chennai,Mogappair,2,945,7686000,8133.333333333333,2 BHK
Chennai,Mogappair,3,1260,5642000,4477.777777777777,3 BHK
Chennai,Mogappair,2,925,8303000,8976.216216216217,2 BHK
Chennai,Sholinganallur,3,1444,8540000,5914.127423822714,3 BHK
Chennai,Mogappair,3,1400,9228000,6591.428571428572,3 BHK
Chennai,Sholinganallur,3,1453,9533000,6560.9084652443225,3 BHK
Chennai,Sholinganallur,3,1658,9545000,5756.936067551266,3 BHK
Chennai,Sholinganallur,3,1660,4544000,2737.3493975903616,3 BHK
Chennai,Navallur,2,967,5884000,6084.798345398139,2 BHK
Chennai,Navallur,2,1252,2664000,2127.7955271565497,2 BHK
Chennai,Navallur,1,567,4201000,7409.171075837742,1 BHK
Chennai,Navallur,2,894,7844000,8774.049217002237,2 BHK
Chennai,Navallur,3,1669,10300000,6171.360095865788,3 BHK
Chennai,Navallur,4,2200,4934000,2242.7272727272725,4 BHK
Chennai,Moolacheri,2,999,3501000,3504.5045045045044,2 BHK
Chennai,Navallur,2,745,3400000,4563.758389261745,2 BHK
Chennai,Moolacheri,2,603,11700000,19402.985074626864,2 BHK
Chennai,Navallur,4,2500,5800000,2320.0,4 BHK
Chennai,Moolacheri,2,1152,3143000,2728.2986111111113,2 BHK
Chennai,Moolacheri,1,603,17900000,29684.9087893864,1 BHK
Chennai,Vadapalani,3,1707,3200000,1874.6338605741066,3 BHK
Chennai,Moolacheri,1,612,18600000,30392.156862745098,1 BHK
Chennai,Vadapalani,3,1777,17200000,9679.23466516601,3 BHK
Chennai,Vadapalani,3,1645,14900000,9057.75075987842,3 BHK
Chennai,Vadapalani,3,1423,12200000,8573.436401967674,3 BHK
Chennai,Vadapalani,2,1163,14900000,12811.693895098882,2 BHK
Chennai,Vadapalani,3,1421,14900000,10485.573539760731,3 BHK
Chennai,Vadapalani,3,1428,12200000,8543.417366946778,3 BHK
Chennai,Vadapalani,2,1168,15000000,12842.465753424658,2 BHK
Chennai,Vadapalani,3,1434,10300000,7182.705718270572,3 BHK
Chennai,Vadapalani,2,983,17600000,17904.37436419125,2 BHK
Chennai,Vadapalani,3,1680,11299999,6726.189880952381,3 BHK
Chennai,Vadapalani,2,1077,11299999,10492.10677808728,2 BHK
Chennai,Vadapalani,2,1080,10300000,9537.037037037036,2 BHK
Chennai,Vadapalani,2,981,10200000,10397.553516819571,2 BHK
Chennai,Vadapalani,2,980,10200000,10408.163265306122,2 BHK
Chennai,Vadapalani,2,979,3200000,3268.641470888662,2 BHK
Chennai,Adyar,4,3595,48600000,13518.776077885952,4 BHK
Chennai,Adyar,3,2780,63200000,22733.812949640287,3 BHK
Chennai,Adyar,4,3615,57000000,15767.634854771784,4 BHK
Chennai,Adyar,3,3260,5955000,1826.6871165644172,3 BHK
Chennai,Perungudi,1,730,4934000,6758.904109589041,1 BHK
Chennai,Moolacheri,2,999,3400000,3403.4034034034034,2 BHK
Chennai,Moolacheri,2,603,5800000,9618.573797678275,2 BHK
Chennai,Moolacheri,1,603,3200000,5306.799336650083,1 BHK
Chennai,Moolacheri,1,612,5734000,9369.281045751633,1 BHK
Chennai,Mogappair,2,940,8052000,8565.95744680851,2 BHK
Chennai,Mogappair,3,1320,7442000,5637.878787878788,3 BHK
Chennai,Mogappair,3,1220,7869000,6450.0,3 BHK
Chennai,Mogappair,2,925,8540000,9232.432432432432,2 BHK
Chennai,Mogappair,3,1400,11500000,8214.285714285714,3 BHK
Chennai,Navallur,4,2021,9510000,4705.591291439881,4 BHK
Chennai,Navallur,3,1650,6611000,4006.6666666666665,3 BHK
Chennai,Navallur,2,1158,4942000,4267.702936096718,2 BHK
Chennai,Perungalathur,2,1131,2400000,2122.0159151193634,2 BHK
Chennai,Medavakkam,1,540,3650000,6759.259259259259,1 BHK
Chennai,Medavakkam,2,750,3350000,4466.666666666667,2 BHK
Chennai,Medavakkam,2,775,3600000,4645.1612903225805,2 BHK
Chennai,Peerakankaranai,3,1200,5400000,4500.0,3 BHK
Chennai,Chikkarayapuram,2,975,9500000,9743.589743589744,2 BHK
Chennai,Annamalai Colony,2,996,10200000,10240.963855421687,2 BHK
Chennai,Virugambakkam,2,1065,3500000,3286.3849765258215,2 BHK
Chennai,Perumbakkam,2,790,6500000,8227.848101265823,2 BHK
Chennai,Ayanambakkam,2,1159,6500000,5608.283002588439,2 BHK
Chennai,Ayanambakkam,2,1131,13500000,11936.33952254642,2 BHK
Chennai,Saidapet,3,1135,5116000,4507.488986784141,3 BHK
Chennai,Kovur,2,1066,6969000,6537.5234521575985,2 BHK
Chennai,Kovur,3,1452,6480000,4462.809917355372,3 BHK
Chennai,Kovur,3,1350,4435000,3285.185185185185,3 BHK
Chennai,Kovur,2,924,6570999,7111.470779220779,2 BHK
Chennai,Kovur,3,1369,5640000,4119.795471146823,3 BHK
Chennai,Kovur,2,1175,2952000,2512.340425531915,2 BHK
Chennai,Kovur,2,615,3000000,4878.048780487805,2 BHK
Chennai,Kodambakkam,1,450,3881000,8624.444444444445,1 BHK
Chennai,Ambattur,2,872,19000000,21788.990825688074,2 BHK
Chennai,Guindy,3,1850,6000000,3243.2432432432433,3 BHK
Chennai,Porur,2,1097,3800000,3463.992707383774,2 BHK
Chennai,Perumbakkam,2,790,3200000,4050.6329113924053,2 BHK
Chennai,Poonamallee,2,702,3200000,4558.404558404558,2 BHK
Chennai,Poonamallee,2,702,8400000,11965.811965811965,2 BHK
Chennai,Choolaimedu,2,840,8700000,10357.142857142857,2 BHK
Chennai,Kilpauk,3,977,8700000,8904.810644831115,3 BHK
Chennai,Kilpauk,3,977,3300000,3377.686796315251,3 BHK
Chennai,Kovur,2,823,5808000,7057.108140947752,2 BHK
Chennai,Ambattur,2,927,10500000,11326.860841423948,2 BHK
Chennai,Kilpauk,3,1136,3881000,3416.3732394366198,3 BHK
Chennai,Perumbakkam,2,790,4635000,5867.088607594937,2 BHK
Chennai,Ambattur,2,872,9500000,10894.495412844037,2 BHK
Chennai,Mogappair,2,1306,13700000,10490.045941807044,2 BHK
Chennai,Mogappair,3,1850,6659999,3599.9994594594596,3 BHK
Chennai,Ayanambakkam,2,1159,6498999,5607.41932700604,2 BHK
Chennai,Ayanambakkam,2,1131,5506000,4868.258178603006,2 BHK
Chennai,Ambattur,2,927,4600000,4962.243797195253,2 BHK
Chennai,Ambattur,2,721,3886999,5391.122052704577,2 BHK
Chennai,Ambattur,2,721,8281000,11485.436893203883,2 BHK
Chennai,Chromepet,3,1314,5206000,3961.9482496194823,3 BHK
Chennai,Chromepet,2,814,5255000,6455.773955773956,2 BHK
Chennai,Chromepet,2,822,6583000,8008.5158150851585,2 BHK
Chennai,Chitlapakkam,3,1038,4457000,4293.83429672447,3 BHK
Chennai,Medavakkam,2,750,5426000,7234.666666666667,2 BHK
Chennai,Medavakkam,2,917,2500000,2726.281352235551,2 BHK
Chennai,Perumbakkam,1,550,3500000,6363.636363636364,1 BHK
Chennai,Moolacheri,2,603,5808000,9631.8407960199,2 BHK
Chennai,Ambattur,2,721,4500000,6241.331484049931,2 BHK
Chennai,Triplicane,2,685,4635000,6766.423357664234,2 BHK
Chennai,Triplicane,2,685,11000000,16058.39416058394,2 BHK
Chennai,Royapettah,2,1000,5500000,5500.0,2 BHK
Chennai,Vanagaram,2,1218,14100000,11576.354679802957,2 BHK
Chennai,Thoraipakkam OMR,2,1222,5000000,4091.653027823241,2 BHK
Chennai,Sembakkam,2,1000,4700000,4700.0,2 BHK
Chennai,Medavakkam,2,850,11000000,12941.176470588236,2 BHK
Chennai,Mogappair,3,1590,4900000,3081.761006289308,3 BHK
Chennai,Medavakkam,3,1150,3700000,3217.391304347826,3 BHK
Chennai,Medavakkam,2,761,7200000,9461.235216819974,2 BHK
Chennai,Mogappair,2,1039,4199000,4041.385948026949,2 BHK
Chennai,Ullagaram,2,900,4200000,4666.666666666667,2 BHK
Chennai,Ullagaram,2,900,2725000,3027.777777777778,2 BHK
Chennai,Avadi,2,639,3600000,5633.802816901409,2 BHK
Chennai,Kelambakkam,3,1200,4450000,3708.3333333333335,3 BHK
Chennai,Madambakkam,2,856,2950000,3446.2616822429904,2 BHK
Chennai,Madambakkam,1,548,5116000,9335.766423357663,1 BHK
Chennai,Kovur,2,615,5737000,9328.455284552845,2 BHK
Chennai,Ambattur,2,927,3244000,3499.4606256742177,2 BHK
Chennai,Ambattur,2,721,18700000,25936.19972260749,2 BHK
Chennai,Guindy,3,1850,18500000,10000.0,3 BHK
Chennai,Guindy,3,1850,19200000,10378.378378378378,3 BHK
Chennai,Guindy,3,1850,8000000,4324.324324324324,3 BHK
Chennai,Velachery,2,815,3772000,4628.2208588957055,2 BHK
Chennai,Madambakkam,2,820,3200000,3902.439024390244,2 BHK
Chennai,Virugambakkam,1,562,3400000,6049.82206405694,1 BHK
Chennai,Anna Nagar,5,2400,7991000,3329.5833333333335,5+ BHK
Chennai,Manapakkam,3,1567,4138000,2640.7147415443524,3 BHK
Chennai,Vandalur,3,1335,3134000,2347.565543071161,3 BHK
Chennai,Perumbakkam,2,825,5278000,6397.575757575758,2 BHK
Chennai,Manapakkam,2,1035,32000000,30917.874396135267,2 BHK
Chennai,Besant Nagar,3,1580,23000000,14556.962025316456,3 BHK
Chennai,Kilpauk,3,1275,38000000,29803.92156862745,3 BHK
Chennai,Anna Nagar,3,2050,20099999,9804.87756097561,3 BHK
Chennai,Anna Nagar,2,1160,30000000,25862.068965517243,2 BHK
Chennai,Egmore,3,2145,3679999,1715.6172494172495,3 BHK
Chennai,Tiruporur Near Kelambakkam,3,1150,3822999,3324.3469565217392,3 BHK
Chennai,tambaram west,2,1062,4431000,4172.316384180791,2 BHK
Chennai,tambaram west,3,1231,28000000,22745.735174654754,3 BHK
Chennai,Egmore,2,1704,31000000,18192.4882629108,2 BHK
Chennai,Adyar,4,2610,26000000,9961.68582375479,4 BHK
Chennai,Annanagar West,3,1565,14300000,9137.380191693292,3 BHK
Chennai,Saidapet,2,1334,8417000,6309.5952023988,2 BHK
Chennai,Navallur,2,1295,30400000,23474.903474903476,2 BHK
Chennai,Raja Annamalai Puram,3,1851,3634000,1963.2631010264722,3 BHK
Chennai,Perumbakkam,2,920,2142000,2328.2608695652175,2 BHK
Chennai,Kelambakkam,1,612,21000000,34313.72549019608,1 BHK
Chennai,Anna Nagar,2,2062,7800000,3782.7352085354023,2 BHK
Chennai,Thoraipakkam OMR,3,1300,35000000,26923.076923076922,3 BHK
Chennai,Anna Nagar,3,2030,2334000,1149.7536945812808,3 BHK
Chennai,Thalambur,2,753,4920000,6533.86454183267,2 BHK
Chennai,Perumbakkam,3,1245,15000000,12048.192771084337,3 BHK
Chennai,Thoraipakkam OMR,2,1575,17900000,11365.079365079366,2 BHK
Chennai,Thoraipakkam OMR,3,1788,4819000,2695.1901565995527,3 BHK
Chennai,Perumbakkam,2,967,5420000,5604.9638055842815,2 BHK
Chennai,Perumbakkam,3,1207,5956000,4934.548467274233,3 BHK
Chennai,Pallikaranai,2,1254,9130000,7280.701754385965,2 BHK
Chennai,Pallikaranai,3,1922,3843000,1999.4797086368367,3 BHK
Chennai,Thalambur,3,1220,7134000,5847.540983606557,3 BHK
Chennai,Kelambakkam,3,1710,7579000,4432.163742690059,3 BHK
Chennai,Iyappanthangal,2,1166,43200000,37049.74271012007,2 BHK
Chennai,Nungambakkam,3,2056,11900000,5787.937743190661,3 BHK
Chennai,Iyappanthangal,3,1825,4798000,2629.041095890411,3 BHK
Chennai,Perumbakkam,3,1263,8644000,6844.022169437846,3 BHK
Chennai,Velappanchavadi,3,1358,6389000,4704.712812960236,3 BHK
Chennai,Velappanchavadi,2,983,5265000,5356.052899287894,2 BHK
Chennai,Kattupakkam,3,1170,12000000,10256.410256410256,3 BHK
Chennai,Choolaimedu,2,1030,4635000,4500.0,2 BHK
Chennai,Ambattur,2,872,3499000,4012.6146788990827,2 BHK
Chennai,Madambakkam,2,775,3499000,4514.8387096774195,2 BHK
Chennai,Madambakkam,2,775,7200000,9290.322580645161,2 BHK
Chennai,Madipakkam,2,1220,7400000,6065.573770491803,2 BHK
Chennai,Madipakkam,3,1310,6018000,4593.893129770992,3 BHK
Chennai,Madipakkam,2,1020,9738000,9547.058823529413,2 BHK
Chennai,Madipakkam,3,1855,4800000,2587.6010781671157,3 BHK
Chennai,Guduvancheri,2,1053,5800000,5508.072174738842,2 BHK
Chennai,Guduvancheri,3,1090,6200000,5688.073394495413,3 BHK
Chennai,Guduvancheri,3,1170,4700000,4017.094017094017,3 BHK
Chennai,Guduvancheri,3,976,4600000,4713.11475409836,3 BHK
Chennai,Guduvancheri,3,952,4000000,4201.680672268908,3 BHK
Chennai,Sunnambu Kolathur S Kolathur,2,800,4125000,5156.25,2 BHK
Chennai,Sunnambu Kolathur S Kolathur,2,825,3881000,4704.242424242424,2 BHK
Chennai,Ambattur,2,721,5808000,8055.478502080444,2 BHK
Chennai,Ambattur,2,939,5808000,6185.303514376997,2 BHK
Chennai,Ambattur,2,872,3000000,3440.3669724770643,2 BHK
Chennai,Perumbakkam,2,855,6800000,7953.216374269005,2 BHK
Chennai,Velachery,3,1158,4587000,3961.139896373057,3 BHK
Chennai,Kattupakkam,2,976,4864000,4983.606557377049,2 BHK
Chennai,Kattupakkam,2,1035,2486000,2401.9323671497586,2 BHK
Chennai,Kattupakkam,1,529,4573000,8644.61247637051,1 BHK
Chennai,Kattupakkam,2,973,6770999,6958.889003083248,2 BHK
Chennai,Mogappair,3,1110,5734000,5165.7657657657655,3 BHK
Chennai,Mogappair,2,925,7436000,8038.918918918919,2 BHK
Chennai,Manapakkam,3,1352,6913000,5113.165680473373,3 BHK
Chennai,Manapakkam,2,1257,8540000,6793.953858392999,2 BHK
Chennai,Mogappair,3,1400,5692000,4065.714285714286,3 BHK
Chennai,Manapakkam,2,1035,2740000,2647.3429951690823,2 BHK
Chennai,Thiruverkadu,1,563,6343000,11266.429840142097,1 BHK
Chennai,Thiruverkadu,3,1337,5542000,4145.100972326103,3 BHK
Chennai,Thiruverkadu,2,1165,5555000,4768.240343347639,2 BHK
Chennai,Mugalivakkam,2,1010,5519000,5464.3564356435645,2 BHK
Chennai,Thiruverkadu,2,1160,11500000,9913.793103448275,2 BHK
Chennai,Mugalivakkam,4,2096,2777000,1324.9045801526718,4 BHK
Chennai,Thiruverkadu,1,571,8563000,14996.497373029772,1 BHK
Chennai,Mugalivakkam,3,1557,4793000,3078.3558124598585,3 BHK
Chennai,Thiruverkadu,2,1004,2763000,2751.99203187251,2 BHK
Chennai,Thiruverkadu,1,568,9226000,16242.957746478873,1 BHK
Chennai,Mugalivakkam,3,1633,2703000,1655.2357624004899,3 BHK
Chennai,Thiruverkadu,1,555,5630000,10144.144144144144,1 BHK
Chennai,Thiruverkadu,2,1184,5756000,4861.486486486487,2 BHK
Chennai,Thiruverkadu,2,1211,2726000,2251.03220478943,2 BHK
Chennai,Thiruverkadu,1,560,8227000,14691.07142857143,1 BHK
Chennai,Karapakkam,3,1307,3306000,2529.4567712318285,3 BHK
Chennai,Karapakkam,1,538,8270999,15373.60408921933,1 BHK
Chennai,Karapakkam,3,1314,6567000,4997.7168949771685,3 BHK
Chennai,Karapakkam,2,1027,8548000,8323.271665043818,2 BHK
Chennai,Karapakkam,3,1358,6548000,4821.7967599410895,3 BHK
Chennai,Karapakkam,2,1024,16900000,16503.90625,2 BHK
Chennai,Karapakkam,4,2686,9826000,3658.227848101266,4 BHK
Chennai,Karapakkam,3,1561,8158000,5226.137091607944,3 BHK
Chennai,Karapakkam,3,1296,9857000,7605.70987654321,3 BHK
Chennai,Karapakkam,3,1566,11500000,7343.550446998723,3 BHK
Chennai,Karapakkam,3,1829,9845000,5382.722799343904,3 BHK
Chennai,Karapakkam,3,1564,12200000,7800.5115089514065,3 BHK
Chennai,Karapakkam,3,1944,16600000,8539.094650205761,3 BHK
Chennai,Karapakkam,4,2640,3372999,1277.6511363636364,4 BHK
Chennai,Karapakkam,1,549,16500000,30054.64480874317,1 BHK
Chennai,Karapakkam,4,2630,16399999,6235.741064638783,4 BHK
Chennai,Karapakkam,4,2616,10000000,3822.62996941896,4 BHK
Chennai,Karapakkam,3,1599,8029000,5021.263289555973,3 BHK
Chennai,Thalambur,4,2140,6380000,2981.308411214953,4 BHK
Chennai,Thalambur,3,1702,4659000,2737.367802585194,3 BHK
Chennai,Thalambur,3,1277,4699000,3679.7180892717306,3 BHK
Chennai,Thalambur,3,1288,4260000,3307.4534161490683,3 BHK
Chennai,Thalambur,2,1166,8048999,6903.086620926244,2 BHK
Chennai,Thalambur,4,2146,6360000,2963.653308480895,4 BHK
Chennai,Thalambur,3,1697,5808000,3422.5103123158515,3 BHK
Chennai,Ambattur,2,872,6700000,7683.48623853211,2 BHK
Chennai,Iyappanthangal,2,1123,6700000,5966.162065894924,2 BHK
Chennai,Iyappanthangal,2,1123,5200000,4630.454140694568,2 BHK
Chennai,Kovilambakkam,2,811,3432000,4231.812577065351,2 BHK
Chennai,Ullagaram,2,722,4171000,5777.008310249307,2 BHK
Chennai,Nanmangalam,2,869,3789000,4360.1841196777905,2 BHK
Chennai,Vellakkal,2,815,3789000,4649.079754601227,2 BHK
Chennai,Vellakkal,2,815,5412000,6640.490797546012,2 BHK
Chennai,Nanmangalam,2,984,4248000,4317.073170731707,2 BHK
Chennai,Nanmangalam,2,817,4040999,4946.143206854345,2 BHK
Chennai,Nanmangalam,2,898,4040999,4499.998886414254,2 BHK
Chennai,Nanmangalam,2,898,4694000,5227.1714922049,2 BHK
Chennai,Nanmangalam,2,978,4344000,4441.7177914110425,2 BHK
Chennai,Nanmangalam,2,905,4344000,4800.0,2 BHK
Chennai,Nanmangalam,2,905,4536000,5012.154696132597,2 BHK
Chennai,Nanmangalam,2,945,4536000,4800.0,2 BHK
Chennai,Nanmangalam,2,945,3321000,3514.285714285714,2 BHK
Chennai,Nanmangalam,2,738,3474000,4707.317073170731,2 BHK
Chennai,Nanmangalam,2,772,3321000,4301.813471502591,2 BHK
Chennai,Nanmangalam,2,738,3461000,4689.70189701897,2 BHK
Chennai,Ullagaram,2,721,5808000,8055.478502080444,2 BHK
Chennai,Ambattur,2,939,3945000,4201.277955271566,2 BHK
Chennai,Nanmangalam,2,822,3782000,4600.973236009732,2 BHK
Chennai,Nanmangalam,2,788,4314000,5474.619289340101,2 BHK
Chennai,Avadi,2,915,3974000,4343.169398907104,2 BHK
Chennai,Avadi,2,840,3906000,4650.0,2 BHK
Chennai,Avadi,2,825,4314000,5229.090909090909,2 BHK
Chennai,Avadi,2,915,3838000,4194.535519125683,2 BHK
Chennai,Avadi,2,810,4292000,5298.765432098766,2 BHK
Chennai,Avadi,2,910,5112000,5617.582417582417,2 BHK
Chennai,Nanmangalam,2,1065,3653000,3430.0469483568077,2 BHK
Chennai,Avadi,2,840,3653000,4348.809523809524,2 BHK
Chennai,Avadi,2,840,3724000,4433.333333333333,2 BHK
Chennai,Nanmangalam,2,776,5270000,6791.237113402062,2 BHK
Chennai,Nanmangalam,3,1098,8900000,8105.646630236794,3 BHK
Chennai,Siruseri,2,1655,3000000,1812.6888217522658,2 BHK
Chennai,Thiruverkadu,2,700,8214000,11734.285714285714,2 BHK
Chennai,Korattur,3,1439,3893000,2705.350938151494,3 BHK
Chennai,Korattur,2,614,10700000,17426.710097719868,2 BHK
Chennai,Korattur,4,1909,3420000,1791.5138816134101,4 BHK
Chennai,Nanmangalam,2,760,4238000,5576.315789473684,2 BHK
Chennai,Nanmangalam,2,831,3709000,4463.297232250301,2 BHK
Chennai,Padur,2,845,3400000,4023.6686390532545,2 BHK
Chennai,Perumbakkam,2,855,3881000,4539.181286549708,2 BHK
Chennai,Ambattur,2,721,6659999,9237.169209431346,2 BHK
Chennai,Ayanambakkam,2,1131,7753000,6854.995579133511,2 BHK
Chennai,Sholinganallur,3,1551,7458000,4808.510638297872,3 BHK
Chennai,Sholinganallur,3,1492,8113000,5437.667560321715,3 BHK
Chennai,Sholinganallur,3,1623,10700000,6592.729513247074,3 BHK
Chennai,Sholinganallur,4,2154,7968000,3699.1643454039,4 BHK
Chennai,Sholinganallur,3,1594,9100000,5708.908406524467,3 BHK
Chennai,Nanganallur,2,901,3892000,4319.644839067702,2 BHK
Chennai,Nanmangalam,2,772,3721000,4819.948186528497,2 BHK
Chennai,Nanmangalam,2,768,3761999,4898.436197916667,2 BHK
Chennai,Nanmangalam,2,836,5366000,6418.660287081339,2 BHK
Chennai,Nanmangalam,3,1118,4139000,3702.1466905187835,3 BHK
Chennai,Nanmangalam,2,881,3436999,3901.2474460839953,2 BHK
Chennai,Nanmangalam,2,763,11000000,14416.775884665793,2 BHK
Chennai,Velachery,3,1450,7000000,4827.586206896552,3 BHK
Chennai,Velachery,2,1070,12500000,11682.242990654206,2 BHK
Chennai,Thiruvanmiyur,2,1050,17000000,16190.47619047619,2 BHK
Chennai,Adyar,3,1450,3100000,2137.9310344827586,3 BHK
Chennai,Poonamallee,2,702,30000000,42735.042735042734,2 BHK
Chennai,Triplicane,2,3000,4635000,1545.0,2 BHK
Chennai,Ambattur,2,872,5808000,6660.5504587155965,2 BHK
Chennai,Ambattur,2,939,3924000,4178.91373801917,2 BHK
Chennai,Ambattur,2,721,9068000,12576.976421636617,2 BHK
Chennai,Mogappair,3,1110,2700000,2432.4324324324325,3 BHK
Chennai,Kelambakkam,2,626,5700000,9105.431309904154,2 BHK
Chennai,Padur,2,1147,9500000,8282.476024411508,2 BHK
Chennai,Navallur,4,2020,7800000,3861.3861386138615,4 BHK
Chennai,Navallur,3,1699,3881000,2284.2848734549734,3 BHK
Chennai,Ambattur,2,721,5506000,7636.615811373093,2 BHK
Chennai,Ambattur,2,927,3924000,4233.0097087378645,2 BHK
Chennai,Ambattur,2,872,3924000,4500.0,2 BHK
Chennai,Ambattur,2,872,7900000,9059.633027522936,2 BHK
Chennai,Padur,2,1441,5737000,3981.263011797363,2 BHK
Chennai,Ambattur,2,721,3986999,5529.818307905686,2 BHK
Chennai,Ambattur,2,886,3621000,4086.907449209932,2 BHK
Chennai,Kelambakkam,2,1050,3428000,3264.7619047619046,2 BHK
Chennai,Kelambakkam,2,994,4352000,4378.269617706237,2 BHK
Chennai,Kelambakkam,3,1262,4604000,3648.177496038035,3 BHK
Chennai,Kelambakkam,3,1335,8400000,6292.134831460674,3 BHK
Chennai,Navallur,3,1504,11500000,7646.276595744681,3 BHK
Chennai,Navallur,2,1158,6312000,5450.777202072539,2 BHK
Chennai,Navallur,2,1058,10300000,9735.349716446124,2 BHK
Chennai,Navallur,3,1699,2899000,1706.2978222483814,3 BHK
Chennai,Poonamallee,2,745,7800000,10469.79865771812,2 BHK
Chennai,Vengaivasal,2,1234,3300000,2674.230145867099,2 BHK
Chennai,Perumbakkam,2,855,12500000,14619.883040935672,2 BHK
Chennai,Thiruvanmiyur,2,1060,3244000,3060.377358490566,2 BHK
Chennai,Ambattur,2,721,4999000,6933.425797503467,2 BHK
Chennai,Kovilambakkam,3,1005,3027000,3011.9402985074626,3 BHK
Chennai,Tiruporur Near Kelambakkam,2,865,17000000,19653.179190751445,2 BHK
Chennai,Adyar,3,2000,4605000,2302.5,3 BHK
